0.250000 0.250000 0.000000
0.258523 0.258523 0.000000
0.267045 0.267045 0.000000
0.275568 0.275568 0.000000
0.284091 0.284091 0.000000
0.292614 0.292614 0.000000
0.301136 0.301136 0.000000
0.309659 0.309659 0.000000
0.318182 0.318182 0.000000
0.326705 0.326705 0.000000
0.335227 0.335227 0.000000
0.343750 0.343750 0.000000
0.352273 0.352273 0.000000
0.360795 0.360795 0.000000
0.369318 0.369318 0.000000
0.377841 0.377841 0.000000
0.386364 0.386364 0.000000
0.394886 0.394886 0.000000
0.403409 0.403409 0.000000
0.411932 0.411932 0.000000
0.420455 0.420455 0.000000
0.428977 0.428977 0.000000
0.437500 0.437500 0.000000
0.446023 0.446023 0.000000
0.454545 0.454545 0.000000
0.463068 0.463068 0.000000
0.471591 0.471591 0.000000
0.480114 0.480114 0.000000
0.488636 0.488636 0.000000
0.497159 0.497159 0.000000
0.505682 0.505682 0.000000
0.514205 0.514205 0.000000
0.522727 0.522727 0.000000
0.531250 0.531250 0.000000
0.539773 0.539773 0.000000
0.548295 0.548295 0.000000
0.556818 0.556818 0.000000
0.565341 0.565341 0.000000
0.573864 0.573864 0.000000
0.582386 0.582386 0.000000
0.590909 0.590909 0.000000
0.599432 0.599432 0.000000
0.607955 0.607955 0.000000
0.616477 0.616477 0.000000
0.625000 0.625000 0.000000
0.633523 0.633523 0.000000
0.642045 0.642045 0.000000
0.650568 0.650568 0.000000
0.659091 0.659091 0.000000
0.667614 0.667614 0.000000
0.676136 0.676136 0.000000
0.684659 0.684659 0.000000
0.693182 0.693182 0.000000
0.701705 0.701705 0.000000
0.710227 0.710227 0.000000
0.718750 0.718750 0.000000
0.727273 0.727273 0.000000
0.735795 0.735795 0.000000
0.744318 0.744318 0.000000
0.752841 0.752841 0.000000
0.761364 0.761364 0.000000
0.769886 0.769886 0.000000
0.778409 0.778409 0.000000
0.786932 0.786932 0.000000
0.795455 0.795455 0.000000
0.803977 0.803977 0.000000
0.812500 0.812500 0.000000
0.821023 0.821023 0.000000
0.829545 0.829545 0.000000
0.838068 0.838068 0.000000
0.846591 0.846591 0.000000
0.855114 0.855114 0.000000
0.863636 0.863636 0.000000
0.872159 0.872159 0.000000
0.880682 0.880682 0.000000
0.889205 0.889205 0.000000
0.897727 0.897727 0.000000
0.906250 0.906250 0.000000
0.914773 0.914773 0.000000
0.923295 0.923295 0.000000
0.931818 0.931818 0.000000
0.940341 0.940341 0.000000
0.948864 0.948864 0.000000
0.957386 0.957386 0.000000
0.965909 0.965909 0.000000
0.974432 0.974432 0.000000
0.982955 0.982955 0.000000
0.991477 0.991477 0.000000
1.000000 1.000000 0.000000
0.015625 0.015625 0.015625
0.029464 0.029464 0.029464
0.043304 0.043304 0.043304
0.057143 0.057143 0.057143
0.070982 0.070982 0.070982
0.084821 0.084821 0.084821
0.098661 0.098661 0.098661
0.112500 0.112500 0.112500
0.126339 0.126339 0.126339
0.140179 0.140179 0.140179
0.154018 0.154018 0.154018
0.167857 0.167857 0.167857
0.181696 0.181696 0.181696
0.195536 0.195536 0.195536
0.209375 0.209375 0.209375
0.223214 0.223214 0.223214
0.237054 0.237054 0.237054
0.250893 0.250893 0.250893
0.264732 0.264732 0.264732
0.278571 0.278571 0.278571
0.292411 0.292411 0.292411
0.306250 0.306250 0.306250
0.320089 0.320089 0.320089
0.333929 0.333929 0.333929
0.347768 0.347768 0.347768
0.361607 0.361607 0.361607
0.375446 0.375446 0.375446
0.389286 0.389286 0.389286
0.403125 0.403125 0.403125
0.416964 0.416964 0.416964
0.430804 0.430804 0.430804
0.444643 0.444643 0.444643
0.458482 0.458482 0.458482
0.472321 0.472321 0.472321
0.486161 0.486161 0.486161
0.500000 0.500000 0.500000
0.500000 1.000000 0.500000
0.500000 1.000000 0.500000
0.500000 1.000000 0.500000
0.500000 1.000000 0.500000
0.500000 1.000000 0.500000
0.500000 1.000000 0.500000
0.500000 0.500000 0.500000
0.513839 0.513839 0.513839
0.527679 0.527679 0.527679
0.541518 0.541518 0.541518
0.555357 0.555357 0.555357
0.569196 0.569196 0.569196
0.583036 0.583036 0.583036
0.596875 0.596875 0.596875
0.610714 0.610714 0.610714
0.624554 0.624554 0.624554
0.638393 0.638393 0.638393
0.652232 0.652232 0.652232
0.666071 0.666071 0.666071
0.679911 0.679911 0.679911
0.693750 0.693750 0.693750
0.707589 0.707589 0.707589
0.721429 0.721429 0.721429
0.735268 0.735268 0.735268
0.749107 0.749107 0.749107
0.762946 0.762946 0.762946
0.776786 0.776786 0.776786
0.790625 0.790625 0.790625
0.804464 0.804464 0.804464
0.818304 0.818304 0.818304
0.832143 0.832143 0.832143
0.845982 0.845982 0.845982
0.859821 0.859821 0.859821
0.873661 0.873661 0.873661
0.887500 0.887500 0.887500
0.901339 0.901339 0.901339
0.915179 0.915179 0.915179
0.929018 0.929018 0.929018
0.942857 0.942857 0.942857
0.956696 0.956696 0.956696
0.970536 0.970536 0.970536
0.984375 0.984375 0.984375
0.250000 0.125000 0.125000
0.258523 0.129261 0.129261
0.267045 0.133523 0.133523
0.275568 0.137784 0.137784
0.284091 0.142045 0.142045
0.292614 0.146307 0.146307
0.301136 0.150568 0.150568
0.309659 0.154830 0.154830
0.318182 0.159091 0.159091
0.326705 0.163352 0.163352
0.335227 0.167614 0.167614
0.343750 0.171875 0.171875
0.352273 0.176136 0.176136
0.360795 0.180398 0.180398
0.369318 0.184659 0.184659
0.377841 0.188920 0.188920
0.386364 0.193182 0.193182
0.394886 0.197443 0.197443
0.403409 0.201705 0.201705
0.411932 0.205966 0.205966
0.420455 0.210227 0.210227
0.428977 0.214489 0.214489
0.437500 0.218750 0.218750
0.446023 0.223011 0.223011
0.454545 0.227273 0.227273
0.463068 0.231534 0.231534
0.471591 0.235795 0.235795
0.480114 0.240057 0.240057
0.488636 0.244318 0.244318
0.497159 0.248580 0.248580
0.505682 0.252841 0.252841
0.514205 0.257102 0.257102
0.522727 0.261364 0.261364
0.531250 0.265625 0.265625
0.539773 0.269886 0.269886
0.548295 0.274148 0.274148
0.556818 0.278409 0.278409
0.565341 0.282670 0.282670
0.573864 0.286932 0.286932
0.582386 0.291193 0.291193
0.590909 0.295455 0.295455
0.599432 0.299716 0.299716
0.607955 0.303977 0.303977
0.616477 0.308239 0.308239
